"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x"
"UTI Pharma & Healthcare Fund - Direct Plan (G) ","UTI Mutual Fund","Sector - Pharma & Healthcare","Open-Ended","Growth","364.3 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","3.7","6.7","5.1","4.5","2.4","3.0","15.1","3","3","3","4","2","5","5","4.5","-8.8","18.1","1.1","-4.1","-6.3","4.4","-7.3","12.8","10.2","-2.4","3.4","6.2","24.3","5.7","10.6","-9.8","-6.2","2.6","8.5","6.8","-9.1","13.5","44.4","23.8","95.24 (Jan 09, 18)","80.68 (May 29, 17)","Cipla","Aurobindo Pharm","Sun Pharma","Torrent Pharma","Alkem Lab","Pfizer","Strides Shasun","Ajanta Pharma","Sanofi India","Dishman Carboge","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Miscellaneous","29.39","25.83","24.21","23.94","23.73","22.36","21.16","20.37","14.62","14.59","8.07","7.09","6.65","6.57","6.51","6.14","5.81","5.59","4.01","4.01",96.87,0,0.05,"N.A",0,3.09,"34.89","60.45","94.06","Pharmaceuticals","Services","Miscellaneous","Manufacturing","-","-","85.37","4.68","4.01","2.81","-","-","92.01","4.01","2.22","0.00","-","-","92.01","4.01","2.22","0.00","-","-","Dec-17","30.1","Sep-17","25.7","Jun-17","21.3","Mar-17","21.8","Dec-16","21.5","Sep-16","22.2","Jun-16","20.3","Mar-16","36.4","Dec-15","19.4","Sep-15","15.1","Jun-15","11.7","Mar-15","9.0","Dec-14","7.3","Sep-14","6.0","Jun-14","4.7","Mar-14","4.3","Dec-13","2.6","Sep-13","1.5","Jun-13","0.7","Mar-13","0.1","HIGH"
"UTI Pharma & Healthcare Fund (G) ","UTI Mutual Fund","Sector - Pharma & Healthcare","Open-Ended","Growth","364.3 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Jun 26, 1999","3.6","6.5","4.6","3.5","1.5","2.1","14.1","4","4","4","5","4","6","6","4.3","-9.0","17.8","0.9","-4.1","-6.5","4.1","-7.5","12.6","10.0","-2.6","3.2","6.0","24.0","5.5","10.3","-10.0","-6.4","2.4","8.3","5.8","-9.9","12.5","43.2","23.0","91.19 (Jan 09, 18)","77.73 (May 29, 17)","Cipla","Aurobindo Pharm","Sun Pharma","Torrent Pharma","Alkem Lab","Pfizer","Strides Shasun","Ajanta Pharma","Sanofi India","Dishman Carboge","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Pharmaceuticals","Miscellaneous","29.39","25.83","24.21","23.94","23.73","22.36","21.16","20.37","14.62","14.59","8.07","7.09","6.65","6.57","6.51","6.14","5.81","5.59","4.01","4.01",96.87,0,0.05,"N.A",0,3.09,"34.89","60.45","94.06","Pharmaceuticals","Services","Miscellaneous","Manufacturing","-","-","85.37","4.68","4.01","2.81","-","-","92.01","4.01","2.22","0.00","-","-","92.01","4.01","2.22","0.00","-","-","Dec-17","329.0","Sep-17","294.8","Jun-17","282.7","Mar-17","297.8","Dec-16","302.3","Sep-16","312.9","Jun-16","291.2","Mar-16","444.2","Dec-15","298.9","Sep-15","273.5","Jun-15","245.2","Mar-15","219.6","Dec-14","201.1","Sep-14","178.9","Jun-14","149.4","Mar-14","143.0","Dec-13","128.7","Sep-13","119.3","Jun-13","110.5","Mar-13","103.5","HIGH"
"UTI Rajiv Gandhi Equity Saving Scheme - Direct Plan (G) ","UTI Mutual Fund","RGESS","Open-Ended","Growth","28.2 Feb-29-2016",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Mar 10, 2013","5.8","-1.8","-2.4","-10.3","8.0","10.8","-","7","36","36","33","32","11","-","-4.0","2.5","6.3","0.7","-","-","-2.5","13.5","2.8","-","-","-5.5","4.5","-2.6","-","-","-0.3","4.0","8.9","-","-4.0","-3.8","31.5","11.9","-","15.16 (Aug 06, 15)","12.30 (Feb 25, 16)","Infosys","HDFC Bank","HDFC","ITC","Reliance","TCS","ICICI Bank","Sun Pharma","Larsen","Kotak Mahindra","Technology","Banking/Finance","Banking/Finance","Tobacco","Oil & Gas","Technology","Banking/Finance","Pharmaceuticals","Engineering","Banking/Finance","2.44","2.15","1.88","1.87","1.80","1.30","1.24","1.04","0.99","0.73","8.65","7.64","6.68","6.64","6.38","4.62","4.41","3.69","3.52","2.58",99.69,0,0.04,"N.A",0,0.25,"35.99","54.81","55.87","Banking/Finance","Technology","Oil & Gas","Automotive","Pharmaceuticals","Tobacco","29.01","17.46","9.40","9.37","7.93","6.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Mar-16","1.9","Dec-15","1.4","Sep-15","1.4","Jun-15","1.4","Mar-15","1.5","Dec-14","1.4","Sep-14","1.3","Jun-14","1.2","Mar-14","1.1","Dec-13","1.1","Sep-13","1.0","Jun-13","1.6","Mar-13","0.1","HIGH"
"UTI Rajiv Gandhi Equity Saving Scheme (G) ","UTI Mutual Fund","RGESS","Open-Ended","Growth","28.2 Feb-29-2016",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Mar 10, 2013","5.8","-1.9","-2.5","-10.5","7.7","10.5","-","8","37","37","34","33","12","-","-4.0","2.4","6.2","0.7","-","-","-2.6","13.4","2.7","-","-","-5.6","4.4","-2.7","-","-","-0.3","3.9","8.8","-","-4.0","-4.1","31.1","11.7","-","15.05 (Aug 06, 15)","12.19 (Feb 25, 16)","Infosys","HDFC Bank","HDFC","ITC","Reliance","TCS","ICICI Bank","Sun Pharma","Larsen","Kotak Mahindra","Technology","Banking/Finance","Banking/Finance","Tobacco","Oil & Gas","Technology","Banking/Finance","Pharmaceuticals","Engineering","Banking/Finance","2.44","2.15","1.88","1.87","1.80","1.30","1.24","1.04","0.99","0.73","8.65","7.64","6.68","6.64","6.38","4.62","4.41","3.69","3.52","2.58",99.69,0,0.04,"N.A",0,0.25,"35.99","54.81","55.87","Banking/Finance","Technology","Oil & Gas","Automotive","Pharmaceuticals","Tobacco","29.01","17.46","9.40","9.37","7.93","6.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Mar-16","47.2","Dec-15","30.8","Sep-15","31.8","Jun-15","32.3","Mar-15","33.4","Dec-14","31.8","Sep-14","30.5","Jun-14","27.6","Mar-14","24.4","Dec-13","23.9","Sep-13","22.4","Jun-13","42.1","Mar-13","1.5","HIGH"
"UTI Retirement Benefit Pension Fund  ","UTI Mutual Fund","Equity Oriented Hybrid Speciality Funds","Open-Ended","Dividend","2,554.9 Nov-30-2017",10000,"Rs.1.00 (Jun-26-2001)","1:10","N.A.","5.00%","","Dec 26, 1994","2.0","4.1","6.4","16.1","16.2","10.5","11.8","20","22","29","25","20","14","22","5.7","-1.0","2.5","3.2","-1.7","3.3","5.9","-1.0","10.1","1.7","1.6","4.8","1.8","4.1","-2.3","4.4","-1.1","0.8","4.0","5.9","16.7","9.9","5.2","23.0","4.5","26.59 (Jan 15, 18)","22.73 (Jan 20, 17)","NCD IL&FS TRANSPORTATION NETWORKS LTD.","NCD STATE BANK OF INDIA","NCD IL&FS TRANSPORTATION NETWORKS LTD.","ICICI BANK LTD","HDFC BANK LTD.","NCD PUNJAB NATIONAL BANK","NCD RURAL ELECTRIFICATION CORPORATION LTD.","NCD PNB Housing Finance","NCD SREI EQUIPMENT FINANCE LTD.","NCD PIRAMAL ENTERPRISES LTD.","CARE-A","CRISIL-AA+","CARE-A","","","FITCH-AA+","CRISIL-AAA","CARE-AAA","CARE-AA-","ICRA-AA","110.32","99.74","77.89","50.75","50.75","50.40","50.00","49.98","50.08","49.92","4.32","3.90","3.05","1.99","1.99","1.97","1.96","1.96","1.96","1.95",39.07,0.06,45.3,"0.02",11.27,4.33,"15.25","25.05","16.82","Banking/Finance","Technology","Automotive","Pharmaceuticals","Utilities","Oil & Gas","7.60","4.91","4.31","2.63","2.60","2.49","8.11","5.09","3.15","4.03","1.23","2.82","8.11","5.09","3.15","4.03","1.23","2.82","Dec-17","2,469.6","Sep-17","2,361.0","Jun-17","2,235.5","Mar-17","2,072.7","Dec-16","1,963.1","Sep-16","1,876.4","Jun-16","1,710.7","Mar-16","1,576.8","Dec-15","1,572.0","Sep-15","1,518.3","Jun-15","1,464.0","Mar-15","1,413.6","Dec-14","1,325.8","Sep-14","1,241.3","Jun-14","1,139.2","Mar-14","1,027.0","Dec-13","989.2","Sep-13","939.6","Jun-13","956.3","Mar-13","937.2","MODERATE"
"UTI Retirement Benefit Pension Fund - Direct Plan  ","UTI Mutual Fund","Equity Oriented Hybrid Speciality Funds","Open-Ended","Dividend","2,554.9 Nov-30-2017",10000,"N.A.","1:10","N.A.","5.00%","","Jan 01, 2013","2.6","4.4","6.7","17.3","16.6","11.3","12.4","20","22","26","23","18","12","19","5.8","-0.9","2.7","3.3","-1.8","3.4","6.1","-0.9","10.2","1.8","1.7","4.9","1.9","4.2","-2.2","4.5","-0.9","1.0","4.1","6.0","17.4","10.6","5.8","23.7","4.7","27.35 (Jan 15, 18)","23.24 (Jan 20, 17)","NCD IL&FS TRANSPORTATION NETWORKS LTD.","NCD STATE BANK OF INDIA","NCD IL&FS TRANSPORTATION NETWORKS LTD.","ICICI BANK LTD","HDFC BANK LTD.","NCD PUNJAB NATIONAL BANK","NCD RURAL ELECTRIFICATION CORPORATION LTD.","NCD PNB Housing Finance","NCD SREI EQUIPMENT FINANCE LTD.","NCD PIRAMAL ENTERPRISES LTD.","CARE-A","CRISIL-AA+","CARE-A","","","FITCH-AA+","CRISIL-AAA","CARE-AAA","CARE-AA-","ICRA-AA","110.32","99.74","77.89","50.75","50.75","50.40","50.00","49.98","50.08","49.92","4.32","3.90","3.05","1.99","1.99","1.97","1.96","1.96","1.96","1.95",39.07,0.06,45.3,"0.02",11.27,4.33,"15.25","25.05","16.82","Banking/Finance","Technology","Automotive","Pharmaceuticals","Utilities","Oil & Gas","7.60","4.91","4.31","2.63","2.60","2.49","8.11","5.09","3.15","4.03","1.23","2.82","8.11","5.09","3.15","4.03","1.23","2.82","Dec-17","66.9","Sep-17","62.4","Jun-17","57.8","Mar-17","51.6","Dec-16","47.0","Sep-16","43.9","Jun-16","39.4","Mar-16","34.8","Dec-15","33.1","Sep-15","29.7","Jun-15","26.5","Mar-15","23.2","Dec-14","19.5","Sep-14","16.5","Jun-14","13.1","Mar-14","9.9","Dec-13","7.6","Sep-13","5.5","Jun-13","3.6","Mar-13","1.1","MODERATE"
"UTI Short Term Income Fund - Direct Plan (G) ","UTI Mutual Fund","Debt Short Term","Open-Ended","Growth","10,000.0 Nov-30-2017",30000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.2","0.7","2.3","6.1","8.6","8.5","9.2","73","65","62","47","31","28","17","1.5","2.0","2.3","2.3","2.3","2.0","2.0","1.2","3.1","2.5","1.9","3.4","3.0","2.0","1.2","0.7","2.3","1.9","3.3","2.4","6.3","10.5","8.9","11.3","8.9","21.34 (Jan 17, 18)","20.09 (Feb 09, 17)","NCD HDFC LTD.","DDB IDFC BANK LTD","NCD POWER FINANCE CORPORATION LTD.","NCD SMALL INDST. DEV. BANK OF INDIA","NCD POWER FINANCE CORPORATION LTD.","NCD INDIABULLS HOUSING FINANCE LTD.","NCD SHRIRAM TRANSPORT FINANCE CO.LTD.","DDB Dewan Housing Finance Corporation","NCD PUNJAB NATIONAL BANK","NCD NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","CRISIL-AAA","ICRA-AAA","CRISIL-AAA","CARE-AAA","CRISIL-AAA","CARE-AAA","CRISIL-AA+","CARE-AAA","FITCH-AA+","CRISIL-AAA","431.05","371.50","357.68","348.62","338.11","302.13","302.06","266.71","257.06","254.79","3.44","2.97","2.86","2.78","2.70","2.41","2.41","2.13","2.05","2.03",0,0,58.66,"N.A",21.21,20.1,"14.75","25.78","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","7,632.9","Sep-17","7,386.1","Jun-17","5,698.3","Mar-17","5,888.3","Dec-16","5,659.8","Sep-16","3,841.3","Jun-16","2,965.1","Mar-16","2,578.7","Dec-15","2,679.8","Sep-15","3,001.1","Jun-15","2,774.3","Mar-15","2,780.5","Dec-14","2,046.7","Sep-14","1,566.5","Jun-14","1,098.9","Mar-14","968.2","Dec-13","1,120.4","Sep-13","1,593.1","Jun-13","734.3","Mar-13","69.1","MODERATE"
"UTI Short Term Income Fund - Institutional (G) ","UTI Mutual Fund","Debt Short Term","Open-Ended","Growth","10,000.0 Nov-30-2017",30000,"N.A.","N.A.","N.A.","N.A.","","Dec 10, 2003","0.1","0.5","2.0","5.6","8.0","8.0","8.7","90","85","92","78","70","66","42","1.4","1.8","2.2","2.2","2.6","1.9","1.9","1.0","3.0","2.4","1.8","3.3","2.8","1.9","1.0","0.5","2.2","1.7","3.1","2.3","5.8","10.0","8.3","10.9","8.8","20.86 (Jan 17, 18)","19.72 (Feb 09, 17)","NCD HDFC LTD.","DDB IDFC BANK LTD","NCD POWER FINANCE CORPORATION LTD.","NCD SMALL INDST. DEV. BANK OF INDIA","NCD POWER FINANCE CORPORATION LTD.","NCD INDIABULLS HOUSING FINANCE LTD.","NCD SHRIRAM TRANSPORT FINANCE CO.LTD.","DDB Dewan Housing Finance Corporation","NCD PUNJAB NATIONAL BANK","NCD NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","CRISIL-AAA","ICRA-AAA","CRISIL-AAA","CARE-AAA","CRISIL-AAA","CARE-AAA","CRISIL-AA+","CARE-AAA","FITCH-AA+","CRISIL-AAA","431.05","371.50","357.68","348.62","338.11","302.13","302.06","266.71","257.06","254.79","3.44","2.97","2.86","2.78","2.70","2.41","2.41","2.13","2.05","2.03",0,0,58.66,"N.A",21.21,20.1,"14.75","25.78","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","3,783.0","Sep-17","4,053.7","Jun-17","4,010.3","Mar-17","4,012.7","Dec-16","3,822.2","Sep-16","3,429.2","Jun-16","3,064.7","Mar-16","4,988.0","Dec-15","2,382.7","Sep-15","2,313.0","Jun-15","2,321.1","Mar-15","1,962.5","Dec-14","1,683.1","Sep-14","1,628.9","Jun-14","1,490.6","Mar-14","1,388.6","Dec-13","1,404.9","Sep-13","1,656.4","Jun-13","2,135.9","Mar-13","1,753.5","MODERATE"
"UTI Short Term Income Fund - Retail Plan (G) ","UTI Mutual Fund","Debt Short Term","Open-Ended","Growth","10,000.0 Nov-30-2017",30000,"N.A.","N.A.","N.A.","N.A.","","Jun 24, 2003","0.1","0.5","1.9","5.2","7.6","7.6","8.4","113","96","112","104","98","88","60","1.3","1.7","2.2","2.2","2.5","1.8","1.8","1.0","3.0","2.3","1.7","3.2","2.7","1.9","1.0","0.4","2.1","1.6","3.1","2.3","5.4","9.6","8.1","10.9","8.6","30.10 (Jan 09, 18)","28.56 (Feb 09, 17)","NCD HDFC LTD.","DDB IDFC BANK LTD","NCD POWER FINANCE CORPORATION LTD.","NCD SMALL INDST. DEV. BANK OF INDIA","NCD POWER FINANCE CORPORATION LTD.","NCD INDIABULLS HOUSING FINANCE LTD.","NCD SHRIRAM TRANSPORT FINANCE CO.LTD.","DDB Dewan Housing Finance Corporation","NCD PUNJAB NATIONAL BANK","NCD NATIONAL BANK FOR AGRICULTURE & RURAL DEVELOPMENT","CRISIL-AAA","ICRA-AAA","CRISIL-AAA","CARE-AAA","CRISIL-AAA","CARE-AAA","CRISIL-AA+","CARE-AAA","FITCH-AA+","CRISIL-AAA","431.05","371.50","357.68","348.62","338.11","302.13","302.06","266.71","257.06","254.79","3.44","2.97","2.86","2.78","2.70","2.41","2.41","2.13","2.05","2.03",0,0,58.66,"N.A",21.21,20.1,"14.75","25.78","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","82.4","Sep-17","86.8","Jun-17","90.5","Mar-17","93.3","Dec-16","95.5","Sep-16","97.4","Jun-16","101.0","Mar-16","198.9","Dec-15","112.0","Sep-15","119.9","Jun-15","129.0","Mar-15","138.3","Dec-14","149.1","Sep-14","153.3","Jun-14","163.8","Mar-14","178.5","Dec-13","206.1","Sep-13","274.2","Jun-13","367.9","Mar-13","457.5","MODERATE"
"UTI Smart Woman Savings Plan - Direct Plan (G) ","UTI Mutual Fund","Debt Oriented Hybrid Speciality Funds","Open-Ended","Growth","360.2 Nov-30-2017",1000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.7","1.3","4.1","12.0","12.2","8.9","10.5","18","21","22","10","15","14","12","5.4","0.6","4.0","2.8","-1.6","2.1","3.9","-1.0","8.5","1.0","2.6","3.8","2.0","3.0","-2.3","1.8","-1.5","0.1","4.6","5.9","13.1","8.3","6.5","21.0","3.6","37.99 (Jan 09, 18)","33.79 (Jan 20, 17)","NCD STATE BANK OF INDIA","NCD AXIS FINANCE LTD","NCD RELIANCE UTILITIES & POWER PVT LTD.","NCD AFCONS INFRASTRUCTURE LTD.","NCD BHARAT ALUMINIUM COMPANY LTD","NCD IDEA CELLULAR LTD.","NCD NIRMA LTD.","BAJAJ FINANCE LTD.","INDUS IND BANK LTD.","YES BANK LTD.","CRISIL-AA+","CRISIL-AAA","CRISIL-AAA","ICRA-AA","ICRA-AA-","CARE-AA+","CRISIL-AA-","","","","30.48","24.74","19.17","19.08","15.86","14.83","14.81","7.25","6.40","5.60","8.46","6.87","5.32","5.30","4.40","4.12","4.11","2.01","1.78","1.56",27.13,0,45.03,"N.A",24.32,3.55,"30.35","43.93","15.09","Banking/Finance","Pharmaceuticals","Technology","Automotive","Miscellaneous","Engineering","8.82","3.51","2.76","2.72","2.01","1.34","10.40","3.50","3.53","3.01","1.36","1.45","10.40","3.50","3.53","3.01","1.36","1.45","Dec-17","2.7","Sep-17","2.4","Jun-17","2.2","Mar-17","2.1","Dec-16","2.0","Sep-16","1.8","Jun-16","1.6","Mar-16","2.8","Dec-15","1.4","Sep-15","1.4","Jun-15","1.3","Mar-15","1.2","Dec-14","1.1","Sep-14","0.9","Jun-14","0.7","Mar-14","0.5","Dec-13","0.5","Sep-13","0.4","Jun-13","0.2","Mar-13","0.1","N.A"
"UTI Smart Woman Savings Plan (G) ","UTI Mutual Fund","Debt Oriented Hybrid Speciality Funds","Open-Ended","Growth","360.2 Nov-30-2017",1000,"N.A.","1:1","N.A.","N.A.","","Apr 06, 2001","0.7","1.1","3.8","11.4","11.7","8.5","10.0","19","24","23","12","16","16","13","5.3","0.5","3.9","2.7","-1.5","2.0","3.8","-1.1","8.4","0.9","2.5","3.7","1.9","2.9","-2.4","1.6","-1.6","-","4.5","5.8","12.5","7.9","6.1","20.6","3.4","37.06 (Jan 09, 18)","33.13 (Jan 20, 17)","NCD STATE BANK OF INDIA","NCD AXIS FINANCE LTD","NCD RELIANCE UTILITIES & POWER PVT LTD.","NCD AFCONS INFRASTRUCTURE LTD.","NCD BHARAT ALUMINIUM COMPANY LTD","NCD IDEA CELLULAR LTD.","NCD NIRMA LTD.","BAJAJ FINANCE LTD.","INDUS IND BANK LTD.","YES BANK LTD.","CRISIL-AA+","CRISIL-AAA","CRISIL-AAA","ICRA-AA","ICRA-AA-","CARE-AA+","CRISIL-AA-","","","","30.48","24.74","19.17","19.08","15.86","14.83","14.81","7.25","6.40","5.60","8.46","6.87","5.32","5.30","4.40","4.12","4.11","2.01","1.78","1.56",27.13,0,45.03,"N.A",24.32,3.55,"30.35","43.93","15.09","Banking/Finance","Pharmaceuticals","Technology","Automotive","Miscellaneous","Engineering","8.82","3.51","2.76","2.72","2.01","1.34","10.40","3.50","3.53","3.01","1.36","1.45","10.40","3.50","3.53","3.01","1.36","1.45","Dec-17","344.7","Sep-17","236.6","Jun-17","197.4","Mar-17","191.3","Dec-16","189.8","Sep-16","192.2","Jun-16","187.2","Mar-16","312.4","Dec-15","187.7","Sep-15","189.4","Jun-15","192.1","Mar-15","197.4","Dec-14","195.4","Sep-14","195.8","Jun-14","195.3","Mar-14","194.7","Dec-13","201.0","Sep-13","203.9","Jun-13","219.9","Mar-13","228.7","N.A"
"UTI SPrEAD Fund - Direct Plan (G) ","UTI Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth","1,971.5 Nov-30-2017",5000,"N.A.","N.A.","N.A.","0.50%","S&P CNX Nifty","Jan 01, 2013","0.5","1.7","3.4","6.5","6.6","7.1","-","20","11","12","15","15","16","-","1.5","1.7","2.4","2.5","1.1","1.5","1.5","2.1","2.0","1.8","1.7","1.9","1.7","2.0","1.7","1.4","1.8","1.6","1.8","2.2","6.3","7.0","8.1","8.5","7.2","23.67 (Jan 17, 18)","22.24 (Jan 18, 17)","Dewan Housing","Tata Motors","Sun Pharma","Bharat Fin","Reliance","Federal Bank","LIC Housing Fin","Rel Capital","South Ind Bk","IDFC Bank","Banking/Finance","Automotive","Pharmaceuticals","Banking/Finance","Oil & Gas","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","Banking/Finance","86.19","68.32","59.05","54.02","45.71","44.91","41.84","40.22","35.98","31.82","4.37","3.47","3.00","2.74","2.32","2.28","2.12","2.04","1.83","1.61",64.37,0,9.72,"6.49",15.08,4.33,"15.90","25.78","41.78","Banking/Finance","Pharmaceuticals","Automotive","Services","Oil & Gas","Chemicals","28.00","7.75","6.03","3.23","2.81","2.37","24.49","8.58","3.82","0.47","4.76","1.91","24.49","8.58","3.82","0.47","4.76","1.91","Dec-17","1,263.0","Sep-17","652.9","Jun-17","505.1","Mar-17","450.0","Dec-16","363.6","Sep-16","270.8","Jun-16","119.7","Mar-16","107.9","Dec-15","73.7","Sep-15","52.2","Jun-15","23.5","Mar-15","7.3","Dec-14","6.5","Sep-14","2.8","Jun-14","0.2","Mar-14","0.2","Dec-13","0.1","Sep-13","0.1","Jun-13","0.2","Mar-13","0.0","MODERATELY LOW"
