"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x","riskometer.y","riskometer"
"ICICI Prudential Select Large Cap Fund  - Retail Plan (G) ","ICICI Prudential Mutual Fund","Large Cap","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE 100","May 14, 2009","2.0","6.7","8.9","20.6","22.6","8.3","14.0","77","55","85","128","68","112","92","9.1","-2.4","1.9","6.6","-6.4","0.6","9.9","-3.9","15.2","0.9","1.0","6.0","-5.7","6.9","0.1","10.0","-5.6","1.0","5.6","12.0","23.1","9.9","-5.2","39.7","8.4","30.06 (Jan 09, 18)","24.68 (Jan 20, 17)","Sun Pharma","M&M","Larsen","ITC","NTPC","GAIL","Infosys","IOC","Bharti Airtel","Power Grid Corp","Pharmaceuticals","Automotive","Engineering","Tobacco","Utilities","Oil & Gas","Technology","Oil & Gas","Telecom","Utilities","66.55","62.19","59.43","47.94","47.00","45.23","42.46","40.58","40.05","33.51","11.30","10.56","10.09","8.14","7.98","7.68","7.21","6.89","6.80","5.69",91.86,0,0,"N.A",0,8.15,"48.07","82.34","41.63","Oil & Gas","Utilities","Pharmaceuticals","Technology","Automotive","Engineering","14.57","13.67","13.39","12.77","10.56","10.09","5.93","5.37","13.80","19.45","13.79","9.25","5.93","5.37","13.80","19.45","13.79","9.25","Dec-17","589.0","Sep-17","643.8","Jun-17","706.3","Mar-17","676.6","Dec-16","630.3","Sep-16","611.9","Jun-16","534.2","Mar-16","1,205.6","Dec-15","529.1","Sep-15","517.4","Jun-15","516.9","Mar-15","269.8","Dec-14","104.6","Sep-14","61.4","Jun-14","62.3","Mar-14","66.5","Dec-13","72.9","Sep-13","77.9","Jun-13","87.6","Mar-13","101.6","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Sensex Index Fund - Direct Plan - (G) ","ICICI Prudential Mutual Fund","Index","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Sep 18, 2017","4.7","8.3","-","-","-","-","-","19","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.3","-","-","-","-","6.9","-","-","-","-","10.84 (Jan 17, 18)","9.63 (Sep 27, 17)","HDFC Bank","Reliance","HDFC","ITC","Infosys","ICICI Bank","Larsen","TCS","Maruti Suzuki","Kotak Mahindra","Banking/Finance","Oil & Gas","Banking/Finance","Tobacco","Technology","Banking/Finance","Engineering","Technology","Automotive","Banking/Finance","0.17","0.13","0.12","0.10","0.09","0.09","0.07","0.06","0.06","0.05","11.21","8.75","8.02","6.60","6.11","5.93","4.50","3.95","3.78","3.50",98.15,0,0,"N.A",0,1.84,"40.69","62.35","61.61","Banking/Finance","Automotive","Technology","Oil & Gas","Tobacco","Engineering","39.04","11.35","11.22","10.37","6.60","5.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","1.4","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Sensex Index Fund - Growth ","ICICI Prudential Mutual Fund","Index","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Sep 18, 2017","4.7","8.2","-","-","-","-","-","20","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-0.6","-","-","-","-","8.2","-","-","-","-","8.2","-","-","-","-","10.83 (Jan 17, 18)","9.63 (Sep 27, 17)","HDFC Bank","Reliance","HDFC","ITC","Infosys","ICICI Bank","Larsen","TCS","Maruti Suzuki","Kotak Mahindra","Banking/Finance","Oil & Gas","Banking/Finance","Tobacco","Technology","Banking/Finance","Engineering","Technology","Automotive","Banking/Finance","0.14","0.11","0.10","0.08","0.08","0.08","0.06","0.05","0.05","0.04","11.21","8.75","8.02","6.60","6.11","5.93","4.50","3.95","3.78","3.50",98.15,0,0,"N.A",0,1.84,"40.69","62.35","61.61","Banking/Finance","Automotive","Technology","Oil & Gas","Tobacco","Engineering","39.04","11.35","11.22","10.37","6.60","5.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","1.1","Sep-17","0.1","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Short Term Gilt Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Gilt Short Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.50%","","Jan 01, 2013","-0.2","0.1","1.7","4.8","9.1","8.7","8.9","15","19","20","23","10","6","5","0.6","2.7","2.4","2.2","2.3","2.3","2.6","0.9","3.8","3.3","2.2","4.1","3.6","1.8","-2.9","-","2.1","1.5","3.9","2.8","5.1","12.4","8.9","12.2","6.1","44.67 (Dec 06, 17)","42.03 (Mar 14, 17)","State Government of Punjab","Government Securities","Government Securities","State Government of Maharashtra","State Government of Jharkhand","State Government of Tamil Nadu","State Government of Andhra Pradesh","State Government of Rajasthan","State Government of Haryana","State Government of Gujarat","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","17.81","11.86","10.11","9.92","5.09","4.63","3.19","2.54","2.52","2.50","24.71","16.46","14.02","13.76","7.06","6.42","4.42","3.52","3.49","3.47",0,0,97.33,"N.A",0,2.69,"76.01","97.33","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","72.0","Sep-17","45.8","Jun-17","30.6","Mar-17","23.1","Dec-16","18.5","Sep-16","46.8","Jun-16","57.5","Mar-16","71.4","Dec-15","110.8","Sep-15","32.6","Jun-15","31.0","Mar-15","25.6","Dec-14","43.3","Sep-14","55.0","Jun-14","36.7","Mar-14","56.4","Dec-13","55.3","Sep-13","54.1","Jun-13","65.3","Mar-13","64.9","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Short Term Gilt Fund (G) ","ICICI Prudential Mutual Fund","Gilt Short Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.50%","","Aug 09, 1999","-0.3","-","1.5","4.4","8.7","8.3","8.4","16","22","25","25","11","8","8","0.5","2.6","2.3","2.1","2.6","2.2","2.5","0.7","3.6","3.1","2.1","3.9","3.5","1.7","-3.0","-0.1","2.0","1.4","3.8","2.7","4.7","11.9","8.5","11.6","6.0","43.71 (Dec 06, 17)","41.23 (Mar 14, 17)","State Government of Punjab","Government Securities","Government Securities","State Government of Maharashtra","State Government of Jharkhand","State Government of Tamil Nadu","State Government of Andhra Pradesh","State Government of Rajasthan","State Government of Haryana","State Government of Gujarat","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","16.50","10.99","9.36","9.19","4.71","4.29","2.95","2.35","2.33","2.32","24.71","16.46","14.02","13.76","7.06","6.42","4.42","3.52","3.49","3.47",0,0,97.33,"N.A",0,2.69,"76.01","97.33","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","66.8","Sep-17","74.2","Jun-17","80.0","Mar-17","102.5","Dec-16","116.4","Sep-16","109.4","Jun-16","107.1","Mar-16","110.9","Dec-15","104.1","Sep-15","107.1","Jun-15","90.7","Mar-15","76.2","Dec-14","64.8","Sep-14","68.7","Jun-14","109.6","Mar-14","160.7","Dec-13","238.9","Sep-13","304.7","Jun-13","370.9","Mar-13","452.3","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Short Term Plan - Direct Plan (G) ","ICICI Prudential Mutual Fund","Debt Short Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.25%","","Jan 01, 2013","0.1","0.6","2.2","6.2","9.3","8.8","9.3","82","80","68","42","9","23","13","1.4","2.4","2.4","2.4","1.9","2.3","2.1","1.1","3.5","2.6","2.0","3.8","3.2","2.1","-0.4","0.4","2.3","1.4","3.5","2.6","6.4","11.8","8.6","12.2","7.3","36.88 (Jan 17, 18)","34.58 (Feb 09, 17)","Government Securities","Axis Bank Ltd.","State Government of Rajasthan","Power Finance Corporation Ltd.","Vodafone Mobile Services Ltd.^^","State Government of Maharashtra","Power Finance Corporation Ltd.","State Government of Odisha","ONGC Mangalore Petro Chemicals Ltd.","State Government of Punjab","SOV","CRISIL AAA","SOV","CRISIL AAA","FITCH AA+","SOV","CRISIL AAA","SOV","FITCH AAA","SOV","276.29","228.17","217.41","175.51","175.51","133.05","130.22","127.95","125.69","117.20","4.88","4.03","3.84","3.10","3.10","2.35","2.30","2.26","2.22","2.07",0,0,90.54,"N.A",6.29,3.17,"18.95","30.15","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","5,661.6","Sep-17","5,445.7","Jun-17","3,630.5","Mar-17","3,856.2","Dec-16","4,108.8","Sep-16","3,182.1","Jun-16","2,638.1","Mar-16","2,348.0","Dec-15","2,016.7","Sep-15","2,006.3","Jun-15","1,956.4","Mar-15","1,792.4","Dec-14","1,291.2","Sep-14","465.7","Jun-14","384.3","Mar-14","379.7","Dec-13","438.3","Sep-13","444.4","Jun-13","261.9","Mar-13","23.5","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Short Term Plan - Institutional Plan (G) ","ICICI Prudential Mutual Fund","Debt Short Term","Open-Ended","Growth","Dec-29-2017",50000000,"N.A.","N.A.","N.A.","0.25%","","Feb 24, 2003","-","0.3","1.7","5.3","8.5","8.1","8.8","114","109","112","88","35","57","37","1.2","2.3","2.3","2.4","2.2","2.1","2.0","0.9","3.5","2.6","1.8","3.6","3.1","2.0","-0.4","0.2","2.1","1.3","3.5","2.6","5.6","11.0","8.1","11.9","7.5","36.91 (Dec 07, 17)","34.85 (Mar 10, 17)","Government Securities","Axis Bank Ltd.","State Government of Rajasthan","Power Finance Corporation Ltd.","Vodafone Mobile Services Ltd.^^","State Government of Maharashtra","Power Finance Corporation Ltd.","State Government of Odisha","ONGC Mangalore Petro Chemicals Ltd.","State Government of Punjab","SOV","CRISIL AAA","SOV","CRISIL AAA","FITCH AA+","SOV","CRISIL AAA","SOV","FITCH AAA","SOV","2.81","2.32","2.21","1.78","1.78","1.35","1.32","1.30","1.28","1.19","4.88","4.03","3.84","3.10","3.10","2.35","2.30","2.26","2.22","2.07",0,0,90.54,"N.A",6.29,3.17,"18.95","30.15","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","57.6","Sep-17","75.1","Jun-17","79.8","Mar-17","78.5","Dec-16","79.2","Sep-16","79.4","Jun-16","92.1","Mar-16","92.3","Dec-15","109.9","Sep-15","130.1","Jun-15","142.1","Mar-15","150.5","Dec-14","150.2","Sep-14","177.6","Jun-14","186.8","Mar-14","267.0","Dec-13","431.0","Sep-13","906.0","Jun-13","1,541.7","Mar-13","1,672.0","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Short Term Plan (G) ","ICICI Prudential Mutual Fund","Debt Short Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Oct 19, 2001","-","0.3","1.7","5.3","8.5","8.0","8.6","113","109","112","97","35","57","50","1.2","2.3","2.3","2.3","2.1","2.1","2.0","0.9","3.4","2.5","1.8","3.6","3.1","1.9","-0.5","0.2","2.1","1.3","3.4","2.5","5.5","11.0","8.0","11.5","7.1","35.68 (Dec 07, 17)","33.70 (Mar 10, 17)","Government Securities","Axis Bank Ltd.","State Government of Rajasthan","Power Finance Corporation Ltd.","Vodafone Mobile Services Ltd.^^","State Government of Maharashtra","Power Finance Corporation Ltd.","State Government of Odisha","ONGC Mangalore Petro Chemicals Ltd.","State Government of Punjab","SOV","CRISIL AAA","SOV","CRISIL AAA","FITCH AA+","SOV","CRISIL AAA","SOV","FITCH AAA","SOV","288.37","238.14","226.91","183.18","183.18","138.87","135.91","133.55","131.18","122.32","4.88","4.03","3.84","3.10","3.10","2.35","2.30","2.26","2.22","2.07",0,0,90.54,"N.A",6.29,3.17,"18.95","30.15","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","5,908.8","Sep-17","6,262.4","Jun-17","5,210.4","Mar-17","5,386.4","Dec-16","4,804.1","Sep-16","3,867.1","Jun-16","3,278.2","Mar-16","3,130.0","Dec-15","3,154.5","Sep-15","2,964.3","Jun-15","3,016.6","Mar-15","2,618.1","Dec-14","2,181.0","Sep-14","2,154.1","Jun-14","2,309.8","Mar-14","2,562.8","Dec-13","3,035.0","Sep-13","3,733.9","Jun-13","3,760.2","Mar-13","2,970.0","MODERATE","MODERATE","MODERATE"
"ICICI Prudential SPIcE Plan ","ICICI Prudential Mutual Fund","Index","Open-Ended","Dividend","Dec-29-2017",25000,"Rs.27.00 (Jul-25-2014)","N.A.","N.A.","2.50%","BSE Sensitive Index","Jan 09, 2003","4.8","8.1","11.3","30.4","21.9","9.1","14.0","17","24","49","28","53","39","9","11.4","-2.7","1.7","5.9","-3.5","3.9","7.3","-1.2","13.6","3.6","0.7","3.0","-6.1","-5.0","-0.5","8.1","-5.5","-0.2","3.6","8.4","29.2","3.2","-3.8","18.9","9.7","365.27 (Jan 17, 18)","279.28 (Jan 20, 17)","HDFC Bank","Reliance","HDFC","ITC","Infosys","ICICI Bank","Larsen","TCS","Maruti Suzuki","Kotak Mahindra","Banking/Finance","Oil & Gas","Banking/Finance","Tobacco","Technology","Banking/Finance","Engineering","Technology","Automotive","Banking/Finance","0.32","0.25","0.23","0.19","0.17","0.17","0.13","0.11","0.11","0.10","11.06","8.63","7.91","6.51","6.02","5.85","4.44","3.90","3.73","3.45",96.84,0,0,"N.A",0,3.16,"40.13","61.50","60.78","Banking/Finance","Automotive","Technology","Oil & Gas","Tobacco","Engineering","38.50","11.21","11.07","10.22","6.51","5.36","30.93","12.42","13.06","9.77","8.56","5.57","30.93","12.42","13.06","9.77","8.56","5.57","Dec-17","2.9","Sep-17","2.5","Jun-17","4.3","Mar-17","16.6","Dec-16","27.0","Sep-16","5.3","Jun-16","4.8","Mar-16","4.3","Dec-15","4.6","Sep-15","4.7","Jun-15","4.6","Mar-15","3.3","Dec-14","1.8","Sep-14","1.3","Jun-14","1.2","Mar-14","1.0","Dec-13","1.0","Sep-13","1.0","Jun-13","0.9","Mar-13","0.9","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Technology Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Sector - Technology","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE Teck","Jan 01, 2013","8.1","18.8","23.3","28.7","12.6","6.8","19.7","9","4","5","5","4","5","1","1.9","1.2","1.3","-2.9","8.4","-0.4","0.5","-5.2","8.2","-5.6","2.2","-7.7","10.0","16.0","25.0","16.5","2.9","-2.4","1.2","26.0","21.1","-3.2","4.2","27.2","60.7","51.92 (Jan 17, 18)","38.69 (Feb 01, 17)","Infosys","L&T Infotech","HCL Tech","Tech Mahindra","Oracle Fin Serv","Wipro","Nucleus Softwar","Mindtree","-","-","Technology","Technology","Technology","Technology","Technology","Technology","Technology","Technology","-","-","13.17","4.94","4.78","4.19","3.39","3.23","2.58","1.61","-","-","32.55","12.22","11.81","10.35","8.37","7.99","6.37","3.97","-","-",93.63,0,0,"N.A",0,6.37,"75.30","93.63","93.63","Technology","-","-","-","-","-","93.63","-","-","-","-","-","91.38","-","-","-","-","-","91.38","-","-","-","-","-","Dec-17","40.5","Sep-17","33.9","Jun-17","28.7","Mar-17","33.0","Dec-16","31.3","Sep-16","30.2","Jun-16","43.2","Mar-16","50.9","Dec-15","52.2","Sep-15","51.1","Jun-15","33.8","Mar-15","19.6","Dec-14","18.4","Sep-14","14.9","Jun-14","14.0","Mar-14","13.4","Dec-13","3.8","Sep-13","1.5","Jun-13","0.9","Mar-13","0.6","HIGH","HIGH","HIGH"
"ICICI Prudential Technology Fund (G) ","ICICI Prudential Mutual Fund","Sector - Technology","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE Teck","Jan 28, 2000","8.0","18.5","22.6","27.7","11.7","5.9","18.7","10","6","6","6","6","6","3","1.9","1.0","1.1","-3.1","9.7","-0.6","0.3","-5.4","8.0","-5.7","2.0","-7.9","9.7","15.9","24.8","16.2","2.7","-2.7","1.1","25.7","20.3","-4.0","3.2","26.5","61.8","49.97 (Jan 17, 18)","37.51 (Feb 01, 17)","Infosys","L&T Infotech","HCL Tech","Tech Mahindra","Oracle Fin Serv","Wipro","Nucleus Softwar","Mindtree","-","-","Technology","Technology","Technology","Technology","Technology","Technology","Technology","Technology","-","-","75.75","28.44","27.48","24.09","19.48","18.59","14.82","9.24","-","-","32.55","12.22","11.81","10.35","8.37","7.99","6.37","3.97","-","-",93.63,0,0,"N.A",0,6.37,"75.30","93.63","93.63","Technology","-","-","-","-","-","93.63","-","-","-","-","-","91.38","-","-","-","-","-","91.38","-","-","-","-","-","Dec-17","232.7","Sep-17","214.9","Jun-17","224.7","Mar-17","261.3","Dec-16","247.5","Sep-16","278.6","Jun-16","351.9","Mar-16","354.9","Dec-15","374.1","Sep-15","363.3","Jun-15","305.0","Mar-15","292.3","Dec-14","268.8","Sep-14","240.7","Jun-14","204.9","Mar-14","200.3","Dec-13","142.8","Sep-13","109.9","Jun-13","99.5","Mar-13","108.9","HIGH","HIGH","HIGH"
"ICICI Prudential Top 100 Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Large Cap","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","S&P CNX Nifty","Jan 01, 2013","2.9","7.3","11.1","27.2","26.4","13.2","17.4","24","34","30","72","23","18","29","13.1","-4.9","2.1","7.1","-7.3","1.8","9.8","-4.2","18.3","-0.4","2.4","7.1","-5.4","4.8","3.6","9.7","-4.0","6.4","4.5","11.5","30.9","10.7","0.2","39.1","9.0","358.01 (Jan 15, 18)","276.22 (Jan 20, 17)","ICICI Bank","ONGC","Tata Chemicals","Federal Bank","Bharti Airtel","Axis Bank","Power Grid Corp","Tata Motors (D)","HDFC Bank","IOC","Banking/Finance","Oil & Gas","Chemicals","Banking/Finance","Telecom","Banking/Finance","Utilities","Automotive","Banking/Finance","Oil & Gas","23.09","19.92","17.34","15.78","15.41","14.90","14.44","13.75","13.29","12.97","5.02","4.33","3.77","3.43","3.35","3.24","3.14","2.99","2.89","2.82",93.39,0,0,"2.18",0,4.44,"19.90","34.98","45.05","Banking/Finance","Oil & Gas","Utilities","Metals & Mining","Technology","Pharmaceuticals","26.46","9.71","8.88","6.12","5.66","4.87","18.70","0.66","7.98","7.66","12.21","9.67","18.70","0.66","7.98","7.66","12.21","9.67","Dec-17","460.0","Sep-17","404.9","Jun-17","324.6","Mar-17","234.3","Dec-16","169.2","Sep-16","134.1","Jun-16","108.9","Mar-16","93.7","Dec-15","93.3","Sep-15","87.7","Jun-15","91.9","Mar-15","88.8","Dec-14","61.9","Sep-14","47.7","Jun-14","28.2","Mar-14","12.4","Dec-13","8.6","Sep-13","3.2","Jun-13","2.0","Mar-13","0.9","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Top 100 Fund (G) ","ICICI Prudential Mutual Fund","Large Cap","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","S&P CNX Nifty","Jun 19, 1998","2.8","7.0","10.4","25.5","25.0","12.0","16.0","89","43","47","109","33","38","50","12.7","-5.1","1.8","6.9","-5.7","1.4","9.6","-4.4","18.0","-0.5","2.0","6.8","-5.6","4.6","3.4","9.4","-4.3","6.1","4.3","11.3","29.2","9.7","-0.8","38.0","10.5","341.93 (Jan 15, 18)","267.32 (Jan 20, 17)","ICICI Bank","ONGC","Tata Chemicals","Federal Bank","Bharti Airtel","Axis Bank","Power Grid Corp","Tata Motors (D)","HDFC Bank","IOC","Banking/Finance","Oil & Gas","Chemicals","Banking/Finance","Telecom","Banking/Finance","Utilities","Automotive","Banking/Finance","Oil & Gas","124.69","107.55","93.64","85.19","83.21","80.47","77.99","74.26","71.78","70.04","5.02","4.33","3.77","3.43","3.35","3.24","3.14","2.99","2.89","2.82",93.39,0,0,"2.18",0,4.44,"19.90","34.98","45.05","Banking/Finance","Oil & Gas","Utilities","Metals & Mining","Technology","Pharmaceuticals","26.46","9.71","8.88","6.12","5.66","4.87","18.70","0.66","7.98","7.66","12.21","9.67","18.70","0.66","7.98","7.66","12.21","9.67","Dec-17","2,483.8","Sep-17","2,174.0","Jun-17","1,933.5","Mar-17","1,546.3","Dec-16","1,318.6","Sep-16","1,295.7","Jun-16","1,276.7","Mar-16","1,166.4","Dec-15","1,245.6","Sep-15","1,306.7","Jun-15","1,561.9","Mar-15","1,448.8","Dec-14","1,310.2","Sep-14","1,012.3","Jun-14","639.6","Mar-14","448.3","Dec-13","397.0","Sep-13","365.9","Jun-13","367.0","Mar-13","390.7","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Ultra Short Term Plan - Direct Plan (G) ","ICICI Prudential Mutual Fund","Ultra Short Term Debt","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.1","0.7","2.3","6.1","8.3","8.5","9.1","177","172","167","138","35","31","7","1.5","2.3","2.3","2.5","2.1","2.0","2.1","1.9","2.6","2.2","1.9","3.0","2.4","2.1","1.6","0.6","1.9","1.8","2.6","2.5","6.3","10.2","9.0","10.3","9.0","17.97 (Jan 17, 18)","16.93 (Feb 09, 17)","State Government of Odisha","Government Securities","State Government of Haryana","SVL Ltd.","LIC Housing Finance Ltd.","Vodafone Mobile Services Ltd.^^","Axis Bank Ltd.","State Bank Of India","LIC Housing Finance Ltd.","HDFC Ltd.","SOV","SOV","SOV","ICRA AA","CRISIL AAA","FITCH AA+","CRISIL AAA","CRISIL AA+","CRISIL AAA","CRISIL AAA","331.78","304.93","291.80","260.77","211.84","198.11","160.52","124.72","116.36","115.77","5.56","5.11","4.89","4.37","3.55","3.32","2.69","2.09","1.95","1.94",0,0,75.05,"N.A",19.5,5.46,"23.48","35.47","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","5,677.7","Sep-17","6,546.3","Jun-17","6,346.1","Mar-17","6,187.2","Dec-16","6,503.9","Sep-16","5,086.1","Jun-16","4,397.6","Mar-16","3,474.5","Dec-15","2,948.9","Sep-15","2,182.0","Jun-15","1,878.8","Mar-15","1,720.9","Dec-14","1,704.3","Sep-14","1,302.2","Jun-14","1,129.1","Mar-14","751.1","Dec-13","437.6","Sep-13","319.5","Jun-13","462.6","Mar-13","115.6","MODERATELY LOW","MODERATELY LOW","MODERATELY LOW"
